"Nonce","Incoming/Outgoing","Transaction Status","Category","Recipient Name","Token","Token Symbol","Tag","Token Amount","USD Amount","From Address","To Address","Description","Transaction Hash","Executed at","Transaction fees","Comment"
"9","Outgoing","Success","Core Contributor Rewards","nocibambi#3647","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Data","2700","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xB5d08d891Ee61775BDDa71C7F5190573868309aE","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","nocibambi#3647","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Data","151.99878400972793","300","0x29675e48606cF67603D501B85496AC7a842dABC3","0xB5d08d891Ee61775BDDa71C7F5190573868309aE","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","samkim#0726","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Data","2700","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x62ccd316e91EE0A0448E97251CdfA4dc660F34dc","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","samkim#0726","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Data","151.99878400972793","300","0x29675e48606cF67603D501B85496AC7a842dABC3","0x62ccd316e91EE0A0448E97251CdfA4dc660F34dc","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Fabs#8423","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Data","3600","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xbF0f24fD34bC76CD6d8Eb37cc99d4477ed3a98FB","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Fabs#8423","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Data","202.66504534630388","400","0x29675e48606cF67603D501B85496AC7a842dABC3","0xbF0f24fD34bC76CD6d8Eb37cc99d4477ed3a98FB","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","ifun#9490","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Ops","2250","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x51d93270eA1aD2ad0506c3BE61523823400E114C","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","ifun#9490","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Ops","126.66565334143993","250","0x29675e48606cF67603D501B85496AC7a842dABC3","0x51d93270eA1aD2ad0506c3BE61523823400E114C","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Anukriti#6039","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Ops","3600","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xfE11aB456115186999724725fDf479A9569A641c","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Anukriti#6039","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Ops","202.66504534630388","400","0x29675e48606cF67603D501B85496AC7a842dABC3","0xfE11aB456115186999724725fDf479A9569A641c","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Aclay#5891","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Finance","900","897.3","0x29675e48606cF67603D501B85496AC7a842dABC3","0x580e5E54055d087D7F012dD43e54cceaE9ce4265","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","Aclay#5891","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Finance","50.66626133657597","100","0x29675e48606cF67603D501B85496AC7a842dABC3","0x580e5E54055d087D7F012dD43e54cceaE9ce4265","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","ricktik6#0196","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Finance","5400","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xDacf1065b12849298dc5B47EcE9553094000074F","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","ricktik6#0196","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Finance","303.99756801945585","600","0x29675e48606cF67603D501B85496AC7a842dABC3","0xDacf1065b12849298dc5B47EcE9553094000074F","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","lion917#3637","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Legal","5400","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x7480Fa1a219F548E121F5a8F2bbF81eC61EfC318","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"9","Outgoing","Success","Core Contributor Rewards","lion917#3637","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Legal","303.99756801945585","600","0x29675e48606cF67603D501B85496AC7a842dABC3","0x7480Fa1a219F548E121F5a8F2bbF81eC61EfC318","Core Contributor Rewards August (Eagle Ops)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 17:09:15 +02:00","0.009485 ETH","--"
"10","Outgoing","Success","Expenses","ricktik6#0196","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","427.631579","429","0x29675e48606cF67603D501B85496AC7a842dABC3","0xDacf1065b12849298dc5B47EcE9553094000074F","0.2 ETH ($1,750 per ETH) for executing transactions (for August + September) --> 350 USDC

$79 expense that I made for Lion (to buy a Ledger)","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:24 +02:00","0.009485 ETH","0.2 ETH ($1,750 per ETH) for executing transactions (for August + September) --> 350 USDC

$79 expense that I made for Lion (to buy a Ledger)"
"11","Outgoing","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","112.5","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xe5fF2C80759db9408dC9fD22b155b851Cd5aAA94","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","12.5","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xe5fF2C80759db9408dC9fD22b155b851Cd5aAA94","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","450","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x1FCabBA469B151dF83a6A72Cdd1113c154F7A402","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","450","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xf14B772F060F1315CAce35aF31955f54952e464D","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","50","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x1FCabBA469B151dF83a6A72Cdd1113c154F7A402","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","50","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0xf14B772F060F1315CAce35aF31955f54952e464D","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","107.5268817204301","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x22477DfBb4070100DB643Cb18fF6A06A186e9408","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"11","Outgoing","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","1800","--","0x29675e48606cF67603D501B85496AC7a842dABC3","0x22477DfBb4070100DB643Cb18fF6A06A186e9408","--","0x8590990bbc8fc00266fe15987dab28c6ac14b697e920baa895689d0d7ae6b9d9","12-09-2022 18:09:16 +02:00","0.009485 ETH"
"","Incoming","Success","Other","ricktik6#0196","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","45900","--","0xDacf1065b12849298dc5B47EcE9553094000074F","0x29675e48606cF67603D501B85496AC7a842dABC3","--","0x95726e594d443af7de29512fc23fb89e0c0aada041357a60ef8ea138502fcbad","12-09-2022 16:09:00 +02:00","--"
"","Incoming","Success","Other","ricktik6#0196","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","2684999999999999.5","--","0xDacf1065b12849298dc5B47EcE9553094000074F","0x29675e48606cF67603D501B85496AC7a842dABC3","--","0x95726e594d443af7de29512fc23fb89e0c0aada041357a60ef8ea138502fcbad","12-09-2022 16:09:00 +02:00","--"